image_path,label
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_18_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_46_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0166.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0124.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0149.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0035.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_21_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0021.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_05_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0087.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0083.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0104.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0182.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_23_Pro (4).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0163.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0011.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0150.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0156.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0105.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0050.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0184.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0169.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_27_26_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_24_57_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_45_02_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_32_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0086.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0159.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_09_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0063.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0058.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_23_35_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0073.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0082.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0003.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0116.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0050.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_47_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_54_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0178.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0043.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_07_05_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_25_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0065.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_27_31_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_27_30_Pro (4).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_53_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_44_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0142.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_25_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0006.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_39_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0049.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0025.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_14_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0053.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0091.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0200.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0022.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0047.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0003.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0047.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_19_40_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0057.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0168.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0005.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0070.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0156.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0014.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0011.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0007.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0068.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_25_10_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_10_00_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0054.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0136.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_10_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0155.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_58_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_32_13_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_25_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0152.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0060.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0135.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0117.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_32_54_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_35_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_27_28_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0016.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0178.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_18_19_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0180.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0196.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0062.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_41_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0052.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0019.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0095.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_36_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0127.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0020.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0037.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0115.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_09_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0064.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0200.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0144.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_13_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0110.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0183.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0013.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_49_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_36_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0094.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0108.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0133.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0196.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0179.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0026.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0177.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0093.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0133.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_00_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0135.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0183.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_25_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0131.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0150.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0010.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_29_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0131.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0160.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0006.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0026.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0030.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0010.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_19_57_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0168.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0170.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0073.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0132.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_35_10_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0133.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_19_07_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0013.png,Fist
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_15_08_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_01_26_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0124.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0179.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0193.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0133.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_16_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0177.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0101.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_14_54_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_12_56_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0130.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_48_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0014.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_24_46_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0133.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0180.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0007.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0189.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0157.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_43_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_17_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0050.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0017.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0140.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0009.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0188.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_18_30_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0087.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0152.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_17_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0075.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_42_43_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0134.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0089.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0038.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0152.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0045.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_25_03_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0037.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_15_51_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_54_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0165.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0111.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0026.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_36_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0109.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_25_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_42_Pro (5).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_48_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_44_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_38_08_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_37_40_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0187.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0003.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_29_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0157.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_54_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0147.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0033.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0032.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0125.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0018.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_45_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0083.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_38_04_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_08_43_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_13_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0052.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_42_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0038.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0136.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0084.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0186.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_52_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0191.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0018.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0149.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0097.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0065.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0089.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0178.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_31_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0008.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0077.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_42_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0162.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0146.png,Fist
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_17_09_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0180.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0183.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0010.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_24_51_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0121.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0124.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_15_11_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0194.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0112.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0085.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0017.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0110.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0024.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0056.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0185.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_49_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0129.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_32_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0170.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_29_56_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0059.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_51_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_44_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_23_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_31_03_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0187.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0004.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0006.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_28_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_10_14_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_30_49_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0162.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0165.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0102.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0070.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_04_47_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_00_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0151.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_44_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0073.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0034.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0058.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_19_37_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0198.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0172.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0157.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_02_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0137.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0050.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0099.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_03_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0047.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_15_49_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_06_52_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0178.png,Fist
